0,1,2
John+Corabi,Monday 18 July 2011,"
      Buster's Billiards & Backroom, Lexington, KY, US
    "
John+Corabi,Saturday 30 June 2012,"
      Ripper Owens Tap House, Akron, OH, US
    "
John+Corabi,Friday 27 February 2015,"
      Tailgaters Sports Bar & Grill, Bolingbrook, IL, US
    "
John+Corabi,Sunday 31 March 2019,"
      Enigma Bar, Adelaide, SA, Australia
    "
John+Corabi,Saturday 31 July 2010,"
      Shark City Billiards & Sports Bar, Glendale Heights, IL, US
    "
John+Corabi,Sunday 13 April 2014,"
      The Firehouse BBQ & Blues, Richmond, IN, US
    "
John+Corabi,Sunday 03 November 2013,"
      Samfundet, Trondheim, Norway
    "
John+Corabi,Saturday 13 December 2014,"
      Revolution Bar & Music Hall, Amityville, NY, US
    "
John+Corabi,Friday 12 December 2014,"
      The Chance, Poughkeepsie, NY, US
    "
John+Corabi,Friday 26 March 2010,"
      Blackmore Rock Bar, São Paulo, Brazil
    "
John+Corabi,Friday 21 March 2014,"
      Count's Vamp'd Rock Bar & Grill, Las Vegas, NV, US
    "
John+Corabi,Saturday 11 October 2014,"
      Undercurrent, Tulsa, OK, US
    "
John+Corabi,Sunday 18 March 2018,"
      Rochaus, West Dundee, IL, US
    "
John+Corabi,Sunday 15 December 2013,"
      Obsession Live Lounge, Ottawa, ON, Canada
    "
John+Corabi,Friday 21 March 2014,"
      Count's Vamp'd Rock Bar & Grill, Las Vegas, NV, US
    "
j-hope,Sunday 19 January 2020,"
      S.O.B.'s, Manhattan, NY, US
    "
j-hope,Saturday 11 February 2017,"
      Bob Hope Theatre, Stockton, CA, US
    "
j-hope,Wednesday 14 March 2018,"
      The Hope & Ruin, Brighton, UK
    "
j-hope,Friday 25 September 2015,"
      Parkwood Tavern, Gold Coast, QLD, Australia
    "
j-hope,Sunday 14 April 2013,"
      The Hope & Ruin, Brighton, UK
    "
j-hope,Thursday 14 November 2013,"
      Oberon, Cambridge, MA, US
    "
j-hope,Wednesday 07 November 2018,"
      Hope & Anchor, Islington, UK
    "
j-hope,Saturday 13 October 2018,"
      The Hope & Ruin, Brighton, UK
    "
j-hope,Friday 18 October 2013,"
      T.T. the Bear's Place, Cambridge, MA, US
    "
j-hope,Friday 12 November 2010,"
      Magic Room Gallery, Brighton, MA, US
    "
j-hope,Saturday 11 July 2015,"
      Hope Mills Lake, Hope Mills, NC, US
    "
j-hope,Sunday 30 June 2013,"
      T.T. the Bear's Place, Cambridge, MA, US
    "
j-hope,Wednesday 08 August 2012,"
      Hotel Utah Saloon, San Francisco, CA, US
    "
j-hope,Wednesday 14 November 2018,"
      Capstone Theatre, Liverpool Hope University, Liverpool, UK
    "
j-hope,Saturday 31 May 2014,"
      E.J. Lajeunesse Amphitheatre, Windsor, ON, Canada
    "
j-hope,Saturday 01 November 2014,"
      Hope & Anchor, Islington, UK
    "
j-hope,Wednesday 08 May 2019,"
      The Hope & Ruin, Brighton, UK
    "
j-hope,Sunday 19 May 2019,"
      Hope & Anchor, Islington, UK
    "
j-hope,Saturday 16 November 2013,"
      Hope Works, Sheffield, UK
    "
j-hope,Thursday 09 August 2012,"
      Supa D's Tropical Lounge, Tampa, FL, US
    "
j-hope,Saturday 09 September 2017,"
      recordBar, Kansas City, MO, US
    "
j-hope,Saturday 24 May 2014,"
      O2 Academy3 Birmingham, Birmingham, UK
    "
j-hope,Friday 15 October 2010,"
      The Hope & Ruin, Brighton, UK
    "
j-hope,Saturday 26 June 2004,"
      Jimmy Wilson Group,J&P's, New Hope, PA, US
    "
j-hope,Saturday 30 June 2001,"
      Jimmy Wilson Group,J&P's, New Hope, PA, US
    "
j-hope,Wednesday 01 November 2017,"
      SOL Venue, Carson, CA, US
    "
j-hope,Friday 12 March 2010,"
      J & J's Pizza, Denton, TX, US
    "
j-hope,Saturday 24 April 2010,"
      Empire Polo Club, Indio, CA, US
    "
j-hope,Saturday 15 December 2012,"
      J & J's Pizza, Denton, TX, US
    "
j-hope,Thursday 02 November 2017,"
      High Noon Saloon, Madison, WI, US
    "
j-hope,Saturday 16 September 2017,"
      John & Peter's, New Hope, PA, US
    "
j-hope,Friday 16 March 2012,"
      New Hope Winery, New Hope, PA, US
    "
j-hope,Saturday 16 September 2017,"
      John & Peter's, New Hope, PA, US
    "
j-hope,Wednesday 11 July 2001,"
      Aaron Freeman, J&P's, New Hope, PA, US
    "
j-hope,Tuesday 24 July 2018,"
      Sol Collective, Sacramento, CA, US
    "
j-hope,Wednesday 12 December 2018,"
      Berl's Brooklyn Poetry Shop, Brooklyn, NY, US
    "
j-hope,Tuesday 17 March 2020,"
      Kick Butt Coffee 1 (Airport Blvd.), Austin, TX, US
    "
j-hope,Saturday 20 January 2007,"
      Brubaker Auditorium, Messiah College, Grantham, PA, US
    "
j-hope,Saturday 19 December 2009,"
      Julie Rogers Theatre, Beaumont, TX, US
    "
j-hope,Saturday 23 August 2014,"
      Hope & Anchor, Wokingham, UK
    "
j-hope,Sunday 26 April 2015,"
      Good Hope Island Music Series, Milwaukee, WI, US
    "
j-hope,Friday 24 January 2014,"
      The Cornerhouse, Cambridge, UK
    "
Dessa,Wednesday 31 January 2018,"
      Nicollet Mall, Minneapolis, MN, US
    "
Dessa,Sunday 01 September 2019,"
      Minnesota State Fair, Falcon Heights, MN, US
    "
Dessa,Friday 24 January 2020,"
      Ophelia's Electric Soapbox, Denver, CO, US
    "
Dessa,Thursday 21 February 2019,"
      Old Town School of Folk Music, Chicago, IL, US
    "
Dessa,Thursday 07 November 2019,"
      Wales Millennium Centre, Cardiff, UK
    "
Dessa,Thursday 23 April 2015,"
      The Old Blue Last, London, UK
    "
Dessa,Monday 02 September 2019,"
      Minnesota State Fair, Falcon Heights, MN, US
    "
Dessa,Friday 16 November 2018,"
      Northrop Auditorium, Minneapolis, MN, US
    "
Dessa,Wednesday 22 April 2015,"
      The Old Blue Last, London, UK
    "
Dessa,Monday 24 February 2020,"
      Minnesota State University, Mankato, Mankato, MN, US
    "
Dessa,Thursday 20 September 2018,"
      Fitzgerald Theater, St. Paul, MN, US
    "
Dessa,Friday 16 January 2015,"
      Mitchell Auditorium, College of St. Scholastica, Duluth, MN, US
    "
Dessa,Friday 15 April 2016,"
      Northrop, Minneapolis, MN, US
    "
Dessa,Tuesday 18 September 2018,"
      Strand Bookstore, New York (NYC), NY, US
    "
Dessa,Wednesday 19 September 2018,"
      Brattle Theater, Cambridge, MA, US
    "
Dessa,Friday 12 January 2018,"
      Hilton New York Midtown Manhattan, Manhattan, NY, US
    "
Dessa,Saturday 22 September 2018,"
      Book Passage, Corte Madera, CA, US
    "
Dessa,Sunday 23 September 2018,"
      Third Place Books - Seward Park, Seattle, WA, US
    "
Dessa,Sunday 04 November 2018,"
      Stagg Court @ the Chicago Athletic Association, Chicago, IL, US
    "
Dessa,Monday 04 March 2019,"
      Bardot, Hollywood, CA, US
    "
Dessa,Monday 04 May 2015,"
      Privatclub, Berlin, Germany
    "
Dessa,Sunday 16 July 2017,"
      Mayo Park, Rochester, MN, US
    "
Dessa,Friday 28 October 2011,"
      Fitzgerald Theater, St. Paul, MN, US
    "
Dessa,Saturday 22 June 2013,"
      Fitzgerald Theater, St. Paul, MN, US
    "
Dessa,Saturday 15 April 2017,"
      Orchestra Hall, Minneapolis, MN, US
    "
Dessa,Monday 23 September 2013,"
      Rock & Roll Hotel, Washington, DC, US
    "
Dessa,Saturday 21 September 2019,"
      House of Blues - Orlando, Lake Buena Vista, FL, US
    "
Dessa,Friday 26 October 2018,"
      Kramerbooks, Washington, DC, US
    "
Dessa,Monday 24 September 2018,"
      Magers & Quinn Booksellers, Minneapolis, MN, US
    "
Dessa,Sunday 21 September 2014,"
      Le Poisson Rouge, New York (NYC), NY, US
    "
Dessa,Tuesday 08 January 2013,"
      Schubas Tavern, Chicago, IL, US
    "
Dessa,Thursday 07 November 2019,"
      Wales Millennium Centre, Cardiff, UK
    "
Dessa,Friday 20 April 2012,"
      The O'Shaughnessy, St. Catherine University, St. Paul, MN, US
    "
Dessa,Friday 14 April 2017,"
      Orchestra Hall, Minneapolis, MN, US
    "
Dessa,Thursday 16 January 2020,"
      The Chapel - Outdoor Stage, San Francisco, CA, US
    "
Dessa,Friday 10 May 2013,"
      IOTA Club & Café, Arlington, VA, US
    "
Dessa,Sunday 19 January 2020,"
      Aladdin Theater, Portland, OR, US
    "
Dessa,Saturday 18 January 2020,"
      The Crocodile - Old Location, Seattle, WA, US
    "
Dessa,Friday 30 August 2019,"
      Levitt Pavilion, Denver, CO, US
    "
Dessa,Saturday 23 November 2019,"
      City Winery, Boston, MA, US
    "
Dessa,Sunday 03 May 2015,"
      Podnik, Prague, Czech Republic
    "
Dessa,Tuesday 23 September 2014,"
      Black Cat, Washington, DC, US
    "
Dessa,Sunday 06 May 2018,"
      The Independent, San Francisco, CA, US
    "
Dessa,Saturday 08 February 2014,"
      Papa Charlie's, Lutsen, MN, US
    "
Dessa,Saturday 29 February 2020,"
      The Castle, Rochester, MN, US
    "
Dessa,Saturday 06 April 2019,"
      Le Poisson Rouge, New York (NYC), NY, US
    "
Dessa,Friday 29 June 2018,"
      Warsaw, Brooklyn, NY, US
    "
Dessa,Wednesday 16 January 2013,"
      The Hotel Foster, Milwaukee, WI, US
    "
Dessa,Thursday 08 November 2018,"
      Stereo, Glasgow, UK
    "
Dessa,Friday 09 September 2016,"
      The O'Shaughnessy, St. Catherine University, St. Paul, MN, US
    "
Dessa,Monday 05 March 2018,"
      Rockwood Music Hall Stage 2, New York (NYC), NY, US
    "
Dessa,Wednesday 08 November 2017,"
      Joe's Pub, New York (NYC), NY, US
    "
Dessa,Thursday 19 April 2018,"
      Birthdays, London, UK
    "
Dessa,Thursday 04 April 2019,"
      Black Cat, Washington, DC, US
    "
Dessa,Saturday 10 November 2018,"
      The Dome, Tufnell Park, London, UK
    "
Dessa,Monday 18 June 2018,"
      Goose Island Brewery - Fulton St., Chicago, IL, US
    "
Dessa,Saturday 27 September 2014,"
      Lincoln Hall, Chicago, IL, US
    "
Dessa,Saturday 07 September 2019,"
      Thalia Hall, Chicago, IL, US
    "
Dessa,Friday 05 October 2018,"
      Orchestra Hall, Minneapolis, MN, US
    "
Dessa,Thursday 17 April 2014,"
      House Of Rock, Eau Claire, WI, US
    "
Dessa,Friday 14 September 2012,"
      Triple Rock Social Club, Minneapolis, MN, US
    "
Dessa,Thursday 21 November 2019,"
      Sixth & I, Washington, DC, US
    "
Dessa,Friday 09 November 2018,"
      Brudenell Social Club, Leeds, UK
    "
Dessa,Friday 06 April 2018,"
      First Avenue & 7th St Entry, Minneapolis, MN, US
    "
Dessa,Saturday 31 March 2018,"
      Subterranean, Chicago, IL, US
    "
Dessa,Sunday 12 May 2019,"
      Omeara, London, UK
    "
Dessa,Sunday 11 November 2018,"
      Patterns, Brighton, UK
    "
Dessa,Thursday 18 September 2014,"
      The Crofoot Ballroom, Pontiac, MI, US
    "
Dessa,Monday 18 November 2013,"
      Vinyl, Atlanta, GA, US
    "
Dessa,Saturday 19 April 2014,"
      Whiskey Bones Roadhouse, Rochester, MN, US
    "
Dessa,Friday 27 April 2018,"
      Neptune Theatre, Seattle, WA, US
    "
Dessa,Friday 27 September 2013,"
      The Basement, Columbus, OH, US
    "
Dessa,Thursday 16 May 2013,"
      Pike Room at the Crofoot, Pontiac, MI, US
    "
Dessa,Saturday 06 October 2018,"
      Orchestra Hall, Minneapolis, MN, US
    "
Dessa,Saturday 11 November 2017,"
      National Sawdust, Brooklyn, NY, US
    "
Dessa,Wednesday 02 May 2018,"
      Bluebird Theater, Denver, CO, US
    "
Dessa,Friday 19 September 2014,"
      Lee's Palace, Toronto, ON, Canada
    "
Dessa,Wednesday 04 April 2018,"
      Rochester Art Center, Rochester, MN, US
    "
Dessa,Monday 29 July 2013,"
      Jay Pritzker Pavilion, Millennium Park, Chicago, IL, US
    "
Dessa,Sunday 07 April 2019,"
      Boot & Saddle, Philadelphia, PA, US
    "
Dessa,Tuesday 26 March 2019,"
      Orchestra Hall, Minneapolis, MN, US
    "
Dessa,Saturday 23 March 2019,"
      Papa Charlie's, Lutsen, MN, US
    "
Dessa,Sunday 28 September 2014,"
      Lincoln Hall, Chicago, IL, US
    "
Dessa,Friday 26 July 2013,"
      Bluebird Theater, Denver, CO, US
    "
Dessa,Wednesday 31 May 2017,"
      Greene Space (Jerome L. Greene Performance Space), New York (NYC), NY, US
    "
Dessa,Wednesday 22 May 2019,"
      Fitzgerald Theater, St. Paul, MN, US
    "
Dessa,Sunday 24 June 2018,"
      Rock & Roll Hotel, Washington, DC, US
    "
Dessa,Thursday 28 June 2018,"
      The Sinclair, Cambridge, MA, US
    "
Dessa,Wednesday 01 May 2013,"
      Mercury Lounge, New York (NYC), NY, US
    "
Dessa,Saturday 17 January 2015,"
      Papa Charlie's, Lutsen, MN, US
    "
Dessa,Friday 27 March 2020,"
      Athenaeum Theatre, Chicago, IL, US
    "
Dessa,Saturday 28 April 2018,"
      Wonder Ballroom, Portland, OR, US
    "
Dessa,Monday 12 November 2018,"
      Hy Brasil Music Club, Bristol, UK
    "
Dessa,Friday 18 November 2011,"
      Apple Store Lincoln Park, Chicago, IL, US
    "
Dessa,Sunday 12 November 2017,"
      The Middle East - Upstairs, Cambridge, MA, US
    "
Dessa,Sunday 01 July 2018,"
      A&R Music Bar, Columbus, OH, US
    "
Dessa,Thursday 28 March 2019,"
      Orchestra Hall, Minneapolis, MN, US
    "
Dessa,Saturday 21 January 2017,"
      Papa Charlie's, Lutsen, MN, US
    "
Dessa,Tuesday 09 August 2016,"
      London Oslo, London, UK
    "
Dessa,Monday 26 February 2018,"
      Dakota, Minneapolis, MN, US
    "
Dessa,Monday 22 September 2014,"
      Union Transfer, Philadelphia, PA, US
    "
Dessa,Thursday 29 August 2019,"
      University Of Northern Colorado, Greeley, CO, US
    "
Dessa,Thursday 25 September 2014,"
      Altar Bar, Pittsburgh, PA, US
    "
Dessa,Friday 20 April 2018,"
      Soup Kitchen, Manchester, UK
    "
Dessa,Thursday 02 April 2020,"
      Lincoln Theatre, Washington, DC, US
    "
Dessa,Friday 10 November 2017,"
      Black Cat, Washington, DC, US
    "
Dessa,Thursday 30 April 2015,"
      Nu Spirit Club, Bratislava, Slovakia
    "
Dessa,Monday 14 May 2012,"
      Electric Ballroom, London, UK
    "
Dessa,Thursday 05 September 2019,"
      The Metro, Eau Claire, WI, US
    "
Dessa,Friday 03 April 2020,"
      The Bell House, Brooklyn, NY, US
    "
Dessa,Wednesday 22 January 2020,"
      Fort Collins Armory, Fort Collins, CO, US
    "
Dessa,Saturday 28 March 2020,"
      Fountain Street Church, Grand Rapids, MI, US
    "
Dessa,Thursday 27 February 2020,"
      First Avenue, Minneapolis, MN, US
    "
Dessa,Sunday 29 March 2020,"
      Living Arts Centre, Mississauga, ON, Canada
    "
Dessa,Saturday 14 September 2019,"
      Orchestra Hall, Minneapolis, MN, US
    "
Dessa,Wednesday 12 September 2012,"
      Schubas Tavern, Chicago, IL, US
    "
Dessa,Friday 22 November 2019,"
      National Sawdust, Brooklyn, NY, US
    "
Dessa,Saturday 29 June 2013,"
      First Avenue, Minneapolis, MN, US
    "
Dessa,Saturday 13 September 2014,"
      Cavalier Theater, La Crosse, WI, US
    "
Dessa,Monday 24 June 2013,"
      UBS Forum at Minnesota Public Radio, St. Paul, MN, US
    "
Dessa,Thursday 09 November 2017,"
      World Café Live, Philadelphia, PA, US
    "
Dessa,Saturday 12 April 2014,"
      City Winery, Chicago, IL, US
    "
Dessa,Saturday 27 January 2018,"
      Papa Charlie's, Lutsen, MN, US
    "
Dessa,Sunday 24 November 2019,"
      City Winery, Philadelphia, PA, US
    "
Dessa,Friday 04 May 2018,"
      Backstage Bar & Billiards, Las Vegas, NV, US
    "
Dessa,Saturday 23 June 2018,"
      Cat's Cradle Back Room, Carrboro, NC, US
    "
Dessa,Thursday 14 September 2017,"
      Icehouse, Minneapolis, MN, US
    "
Dessa,Saturday 20 September 2014,"
      La Vitrola, Montreal, QC, Canada
    "
Dessa,Wednesday 17 May 2017,"
      Greene Space (Jerome L. Greene Performance Space), New York (NYC), NY, US
    "
Dessa,Sunday 01 April 2018,"
      El Club, Detroit, MI, US
    "
Dessa,Thursday 11 May 2017,"
      Greene Space (Jerome L. Greene Performance Space), New York (NYC), NY, US
    "
Dessa,Monday 30 April 2018,"
      Urban Lounge, Salt Lake City, UT, US
    "
Dessa,Friday 06 November 2020,"
      The Bell House, Brooklyn, NY, US
    "
Dessa,Wednesday 20 November 2019,"
      Greene Space (Jerome L. Greene Performance Space), New York (NYC), NY, US
    "
Dessa,Sunday 13 January 2013,"
      The Sinclair, Cambridge, MA, US
    "
Dessa,Thursday 12 March 2015,"
      Slim's, San Francisco, CA, US
    "
Dessa,Sunday 04 March 2018,"
      Rockwood Music Hall Stage 2, New York (NYC), NY, US
    "
Dessa,Friday 22 June 2018,"
      Purgatory, The Masquerade, Atlanta, GA, US
    "
Dessa,Monday 18 March 2013,"
      Fitzgerald's, Houston, TX, US
    "
Dessa,Wednesday 20 March 2013,"
      Vinyl, Atlanta, GA, US
    "
Dessa,Sunday 28 October 2018,"
      Texas Book Festival, Austin, TX, US
    "
Dessa,Wednesday 15 November 2017,"
      Cobra Lounge, Chicago, IL, US
    "
Dessa,Wednesday 20 March 2013,"
      Vinyl, Atlanta, GA, US
    "
Dessa,Thursday 06 June 2019,"
      3ten ACL Live, Austin, TX, US
    "
Dessa,Thursday 10 November 2011,"
      IOTA Club & Café, Arlington, VA, US
    "
Dessa,Thursday 10 October 2013,"
      Rochester Civic Theatre, Rochester, MN, US
    "
Dessa,Tuesday 15 January 2013,"
      Magic Stick, Detroit, MI, US
    "
Dessa,Tuesday 08 July 2014,"
      North Dakota Museum of Art, Grand Forks, ND, US
    "
Dessa,Monday 16 November 2015,"
      Clwb Ifor Bach, Cardiff, UK
    "
Dessa,Wednesday 26 September 2018,"
      Cafe Steam, Rochester, MN, US
    "
Dessa,Wednesday 09 January 2013,"
      Beachland Ballroom, Cleveland, OH, US
    "
Dessa,Sunday 05 May 2013,"
      Space Gallery, Portland, ME, US
    "
Dessa,Saturday 23 June 2012,"
      The Waiting Room, Omaha, NE, US
    "
Dessa,Saturday 20 July 2013,"
      The Crocodile - Old Location, Seattle, WA, US
    "
Dessa,Friday 12 September 2014,"
      DG's Tap House, Ames, IA, US
    "
Dessa,Monday 03 June 2019,"
      Musical Instrument Museum (MIM) Theater, Phoenix, AZ, US
    "
Dessa,Tuesday 09 July 2013,"
      Black Sheep, Colorado Springs, CO, US
    "
Dessa,Friday 06 September 2019,"
      Majestic Theatre, Madison, WI, US
    "
Dessa,Wednesday 09 May 2018,"
      El Rey Theatre, Los Angeles (LA), CA, US
    "
Dessa,Tuesday 31 December 2013,"
      Lincoln Hall, Chicago, IL, US
    "
Dessa,Sunday 22 June 2014,"
      Walker Art Center, Minneapolis, MN, US
    "
Dessa,Sunday 21 July 2013,"
      Mississippi Studios, Portland, OR, US
    "
Dessa,Wednesday 25 September 2013,"
      Exit In, Nashville, TN, US
    "
Dessa,Saturday 05 May 2018,"
      Rio Theatre, Santa Cruz, CA, US
    "
Dessa,Tuesday 08 May 2018,"
      Soda Bar, San Diego, CA, US
    "
Dessa,Saturday 12 January 2013,"
      Stage 48, New York (NYC), NY, US
    "
Dessa,Monday 09 March 2015,"
      Neumos, Seattle, WA, US
    "
Dessa,Friday 30 March 2018,"
      Majestic Theatre, Madison, WI, US
    "
Dessa,Friday 13 March 2015,"
      The Roxy Theatre, West Hollywood, CA, US
    "
Dessa,Friday 06 March 2015,"
      Gothic Theatre, Englewood, CO, US
    "
Dessa,Tuesday 19 June 2018,"
      The Cowan, Nashville, TN, US
    "
Dessa,Saturday 07 March 2015,"
      Urban Lounge, Salt Lake City, UT, US
    "
Dessa,Tuesday 17 September 2013,"
      Great Scott, Allston, MA, US
    "
Dessa,Friday 15 September 2017,"
      Live on King Street, Madison, WI, US
    "
Dessa,Saturday 03 September 2016,"
      Red Herring Lounge, Duluth, MN, US
    "
Dessa,Thursday 10 May 2018,"
      The Wayfarer, Costa Mesa, CA, US
    "
Dessa,Friday 28 March 2014,"
      New Century Theatre, Minneapolis, MN, US
    "
Dessa,Sunday 28 October 2012,"
      First Avenue, Minneapolis, MN, US
    "
Dessa,Monday 09 April 2018,"
      Paradiso, Amsterdam, Netherlands
    "
Dessa,Thursday 24 September 2015,"
      Brooklyn Bowl, Brooklyn, NY, US
    "
Dessa,Tuesday 04 June 2019,"
      Meow Wolf, Santa Fe, NM, US
    "
Dessa,Tuesday 17 February 2015,"
      Highline Ballroom, New York (NYC), NY, US
    "
Dessa,Monday 16 February 2015,"
      The Sinclair, Cambridge, MA, US
    "
Dessa,Friday 06 February 2015,"
      Trees, Dallas, TX, US
    "
Dessa,Monday 29 December 2014,"
      Kabinet Múz, Brno, Czech Republic
    "
Dessa,Saturday 17 November 2018,"
      Unknown venue, Amery, WI, US
    "
Dessa,Wednesday 24 May 2017,"
      Greene Space (Jerome L. Greene Performance Space), New York (NYC), NY, US
    "
Dessa,Wednesday 11 April 2018,"
      Musik & Frieden, Berlin, Germany
    "
Dessa,Saturday 14 March 2015,"
      The Glass House, Pomona, CA, US
    "
Dessa,Tuesday 10 March 2015,"
      Hawthorne Theatre, Portland, OR, US
    "
Dessa,Monday 23 August 2010,"
      Guthrie Theater, Minneapolis, MN, US
    "
Dessa,Friday 11 January 2013,"
      World Cafe Live – Downstairs, Philadelphia, PA, US
    "
Dessa,Sunday 20 November 2011,"
      Verizon Center, Mankato, MN, US
    "
Dessa,Wednesday 20 November 2013,"
      The Howlin' Wolf, New Orleans, LA, US
    "
Dessa,Thursday 05 September 2013,"
      The Mill, Iowa City, IA, US
    "
Dessa,Friday 21 December 2012,"
      Metro, Chicago, IL, US
    "
Dessa,Saturday 04 April 2015,"
      Atlanta Symphony Hall, Atlanta, GA, US
    "
Dessa,Saturday 06 December 2014,"
      Turf Club, St. Paul, MN, US
    "
Dessa,Monday 13 May 2019,"
      The Grand Social, Dublin, Ireland
    "
Dessa,Sunday 10 March 2013,"
      The Waiting Room, Omaha, NE, US
    "
Turnstile,Monday 09 March 2020,"
      Manchester Academy 2, Manchester, UK
    "
Turnstile,Thursday 05 March 2020,"
      SO36, Berlin, Germany
    "
Turnstile,Tuesday 08 November 2016,"
      Constellation Room, Santa Ana, CA, US
    "
Turnstile,Friday 06 March 2020,"
      Halle, Backstage, Munich, Germany
    "
Turnstile,Tuesday 03 March 2020,"
      Gebäude 9, Cologne, Germany
    "
Turnstile,Sunday 11 August 2019,"
      Pumpehuset, Lille Sal, Copenhagen, Denmark
    "
Turnstile,Tuesday 19 June 2018,"
      Hafenklang, Hamburg, Germany
    "
Turnstile,Tuesday 24 November 2015,"
      Musik & Frieden, Berlin, Germany
    "
Turnstile,Friday 01 March 2019,"
      Coral Springs Center, Coral Springs, FL, US
    "
Turnstile,Friday 10 May 2019,"
      Theatre of Living Arts (TLA), Philadelphia, PA, US
    "
Turnstile,Saturday 04 May 2019,"
      The Funky Biscuit, Boca Raton, FL, US
    "
Turnstile,Friday 13 March 2020,"
      ULU Live at Student Central, London, UK
    "
Turnstile,Monday 06 May 2019,"
      Brooklyn Steel, Brooklyn, NY, US
    "
Turnstile,Thursday 25 April 2019,"
      Wonder Ballroom, Portland, OR, US
    "
Turnstile,Tuesday 30 July 2019,"
      The Pavilion at Toyota Music Factory, Irving, TX, US
    "
Turnstile,Wednesday 31 July 2019,"
      Revention Music Center, Houston, TX, US
    "
Turnstile,Thursday 26 November 2015,"
      Gebäude 9, Cologne, Germany
    "
Turnstile,Thursday 18 April 2019,"
      El Rey Theatre, Los Angeles (LA), CA, US
    "
Turnstile,Thursday 02 May 2019,"
      Concord Music Hall, Chicago, IL, US
    "
Turnstile,Sunday 12 May 2019,"
      Rams Head Live, Baltimore, MD, US
    "
Turnstile,Saturday 03 August 2019,"
      Mardi Gras World, New Orleans, LA, US
    "
Turnstile,Thursday 07 April 2016,"
      Echoplex, Los Angeles (LA), CA, US
    "
Turnstile,Tuesday 30 April 2019,"
      Gothic Theatre, Englewood, CO, US
    "
Turnstile,Friday 09 August 2019,"
      Ford Amphitheater at Coney Island Boardwalk, Coney Island, NY, US
    "
Turnstile,Tuesday 23 April 2019,"
      The Regency Ballroom, San Francisco, CA, US
    "
Turnstile,Friday 03 May 2019,"
      Majestic Theatre, Detroit, MI, US
    "
Turnstile,Thursday 10 November 2016,"
      The Industry, Chula Vista, CA, US
    "
Turnstile,Wednesday 10 April 2019,"
      The Observatory North Park, San Diego, CA, US
    "
Turnstile,Saturday 09 April 2016,"
      Slim's, San Francisco, CA, US
    "
Turnstile,Saturday 11 May 2019,"
      The NorVa, Norfolk, VA, US
    "
Turnstile,Friday 04 December 2015,"
      KOKO, London, UK
    "
Turnstile,Saturday 30 April 2016,"
      Music Hall of Williamsburg, Brooklyn, NY, US
    "
Turnstile,Sunday 01 May 2016,"
      Royale, Boston, MA, US
    "
Turnstile,Monday 29 April 2019,"
      The Complex, Salt Lake City, UT, US
    "
Turnstile,Friday 08 April 2016,"
      The Observatory, Santa Ana, CA, US
    "
Turnstile,Saturday 07 March 2020,"
      Kulturzentrum Schlachthof, Wiesbaden, Germany
    "
Turnstile,Sunday 24 April 2016,"
      Mod Club Theatre, Toronto, ON, Canada
    "
Turnstile,Friday 29 April 2016,"
      Theatre of Living Arts (TLA), Philadelphia, PA, US
    "
Turnstile,Friday 20 November 2015,"
      Universum, Stuttgart, Germany
    "
Turnstile,Monday 30 November 2015,"
      The Dome, Tufnell Park, London, UK
    "
Turnstile,Sunday 15 September 2019,"
      Palladium, Worcester, MA, US
    "
Turnstile,Tuesday 07 May 2019,"
      Palladium, Worcester, MA, US
    "
Turnstile,Friday 27 November 2015,"
      Effenaar Areafiftyone, Eindhoven, Netherlands
    "
Turnstile,Wednesday 09 November 2016,"
      Teragram Ballroom, Los Angeles (LA), CA, US
    "
Turnstile,Saturday 06 April 2019,"
      Canton Hall, Dallas, TX, US
    "
Turnstile,Tuesday 19 April 2016,"
      Bottom Lounge, Chicago, IL, US
    "
Turnstile,Wednesday 08 April 2015,"
      The Masquerade, Atlanta, GA, US
    "
Turnstile,Thursday 28 April 2016,"
      The Stone Pony, Asbury Park, NJ, US
    "
Turnstile,Wednesday 13 April 2016,"
      Analog Theater, The Analog, Portland, OR, US
    "
Turnstile,Wednesday 27 April 2016,"
      Baltimore Soundstage, Baltimore, MD, US
    "
Turnstile,Saturday 14 March 2020,"
      Dynamo, Eindhoven, Netherlands
    "
Turnstile,Saturday 27 April 2019,"
      The Showbox, Seattle, WA, US
    "
Turnstile,Tuesday 10 March 2020,"
      Trinity Centre, Bristol, UK
    "
Turnstile,Friday 05 April 2019,"
      The Ballroom, Warehouse Live, Houston, TX, US
    "
Turnstile,Thursday 13 December 2018,"
      The Middle East - Downstairs, Cambridge, MA, US
    "
Turnstile,Wednesday 06 April 2016,"
      Irenic, San Diego, CA, US
    "
Turnstile,Friday 22 April 2016,"
      Majestic Theatre, Detroit, MI, US
    "
Turnstile,Sunday 07 April 2019,"
      Mohawk - Indoor, Austin, TX, US
    "
Turnstile,Thursday 21 April 2016,"
      Skully's Music Diner, Columbus, OH, US
    "
Turnstile,Thursday 19 April 2018,"
      Great American Music Hall, San Francisco, CA, US
    "
Turnstile,Thursday 09 May 2019,"
      College Street Music Hall, New Haven, CT, US
    "
Turnstile,Thursday 20 August 2015,"
      Catch One, Los Angeles (LA), CA, US
    "
Turnstile,Monday 06 April 2015,"
      The Beacham, Orlando, FL, US
    "
Turnstile,Monday 06 November 2017,"
      Teragram Ballroom, Los Angeles (LA), CA, US
    "
